Time (s), Pressure, GCJA5 ug/m3: PM1.0, PM2.5, PM10, ADAFRUIT ug/m3: PM1.0, PM2.5, PM10,
55,-0.48,19.07,21.66,24.37,n,n,n,
56,-0.17,18.13,20.72,23.31,n,n,n,
57,-0.35,16.17,18.16,20.43,n,n,n,
58,0.11,13.43,15.03,16.90,n,n,n,
59,0.04,12.30,13.49,15.18,n,n,n,
60,-0.35,10.67,11.67,13.12,n,n,n,
61,0.00,10.09,10.69,12.02,n,n,n,
62,0.27,9.81,10.41,11.71,n,n,n,
63,-0.18,9.73,10.33,11.62,n,n,n,
64,0.18,9.09,9.69,10.90,n,n,n,
65,0.31,8.90,9.30,10.46,n,n,n,
66,-0.02,7.24,7.44,8.37,n,n,n,
67,0.39,6.80,7.00,7.87,n,n,n,
68,0.25,6.94,7.14,8.03,n,n,n,
69,-0.09,6.91,7.11,8.00,n,n,n,
70,0.01,6.83,7.42,8.35,n,n,n,
71,-0.18,6.19,6.59,7.41,n,n,n,
72,0.08,5.75,6.55,7.36,n,n,n,
73,-0.18,5.89,6.88,7.74,n,n,n,
74,-0.03,5.36,6.56,7.38,n,n,n,
75,0.05,4.31,5.31,5.97,n,n,n,
76,0.12,4.48,5.27,5.93,n,n,n,
77,0.06,4.20,5.00,5.62,n,n,n,
78,-0.11,4.37,5.16,5.81,n,n,n,
79,-0.16,4.06,4.86,5.47,n,n,n,
80,-0.44,3.62,4.22,4.74,n,n,n,
81,-1.48,3.15,3.75,4.22,n,n,n,
82,-0.02,3.76,4.36,4.90,n,n,n,
83,0.36,3.62,4.22,4.74,n,n,n,
84,-0.53,3.95,4.55,5.12,n,n,n,
85,-0.23,4.23,5.03,5.65,n,n,n,
86,-0.11,4.23,5.22,5.88,n,n,n,
87,-0.10,3.95,4.95,5.57,n,n,n,
88,-0.79,4.09,4.89,5.50,n,n,n,
89,-0.11,4.09,4.89,5.50,n,n,n,
90,0.13,4.09,4.49,5.05,n,n,n,
91,-0.16,3.76,4.16,4.68,n,n,n,
92,-0.15,4.53,4.93,5.55,n,n,n,
93,0.32,4.67,4.87,5.48,n,n,n,
94,0.12,4.48,4.68,5.26,n,n,n,
95,0.10,4.31,4.51,5.07,n,n,n,
96,0.04,4.15,4.54,5.11,n,n,n,
97,-0.23,4.28,4.88,5.49,n,n,n,
98,-0.06,4.75,5.35,6.02,n,n,n,
99,-2.55,4.01,4.60,5.18,n,n,n,
100,-2.65,3.70,4.30,4.84,n,n,n,
101,-2.71,3.87,4.47,5.02,n,n,n,
102,-2.66,3.29,3.89,4.37,n,n,n,
103,-2.65,2.98,2.98,3.36,n,n,n,
104,-2.74,2.98,2.98,3.36,n,n,n,
105,-2.73,3.45,3.65,4.11,n,n,n,
106,-2.70,3.15,3.55,3.99,n,n,n,
107,-2.61,3.59,3.99,4.49,n,n,n,
108,-2.71,4.03,4.43,4.99,n,n,n,
109,-2.55,4.03,4.43,4.99,n,n,n,
110,-2.58,3.10,3.30,3.71,n,n,n,
111,-2.63,2.79,2.99,3.36,n,n,n,
112,-2.40,2.79,2.99,3.36,n,n,n,
113,-2.58,3.37,3.77,4.24,n,n,n,
114,-2.63,3.07,3.57,4.02,n,n,n,
115,-2.66,3.07,3.47,3.90,n,n,n,
116,-2.44,2.90,3.30,3.71,n,n,n,
117,-2.48,2.93,3.33,3.74,n,n,n,
118,-2.66,3.23,3.63,4.09,n,n,n,
119,-2.55,3.34,3.74,4.21,n,n,n,
120,-2.74,2.87,3.07,3.46,n,n,n,
121,-2.47,2.87,3.07,3.46,n,n,n,
122,-2.67,2.87,3.07,3.68,n,n,n,
123,-2.68,2.98,3.38,3.80,n,n,n,
124,-2.53,2.98,3.18,3.58,n,n,n,
125,-2.59,2.87,2.87,3.23,n,n,n,
126,-2.51,2.60,2.60,2.92,n,n,n,
127,-2.62,2.60,2.60,2.92,n,n,n,
128,-2.53,2.63,2.63,2.95,n,n,n,
129,-2.51,2.18,2.18,2.46,n,n,n,
130,-2.40,2.05,2.05,2.14,n,n,n,
131,-2.39,1.91,1.91,2.14,n,n,n,
132,-2.45,1.91,1.91,2.14,n,n,n,
133,-2.63,2.05,2.05,2.30,n,n,n,
134,-2.52,2.52,2.52,2.83,n,n,n,
135,-2.47,2.35,2.35,2.64,n,n,n,
136,-2.62,2.46,2.46,2.77,n,n,n,
137,-2.55,2.05,2.05,2.30,n,n,n,
138,-2.54,2.02,2.02,2.46,n,n,n,
139,-2.58,2.18,2.18,2.46,n,n,n,
140,-2.56,2.35,2.35,2.64,n,n,n,
141,-2.51,1.93,1.93,2.18,n,n,n,
142,-2.63,1.93,2.13,2.40,n,n,n,
143,-2.63,1.60,1.80,2.03,n,n,n,
144,-2.53,1.60,1.80,2.03,n,n,n,
145,-2.44,1.46,1.46,1.65,n,n,n,
146,-2.50,1.13,1.33,1.50,n,n,n,
147,-2.52,0.99,1.19,1.34,n,n,n,
148,-2.50,0.86,1.05,1.19,n,n,n,
149,-2.39,1.16,1.36,1.53,n,n,n,
150,-2.63,1.63,2.03,2.28,n,n,n,
151,-2.55,1.35,1.75,1.97,n,n,n,
152,-2.54,1.35,1.75,1.97,n,n,n,
153,-2.41,1.35,1.75,1.97,n,n,n,
154,-2.37,1.08,1.48,1.66,n,n,n,
155,-2.42,0.63,0.83,0.94,n,n,n,
156,-2.55,0.63,0.83,0.94,n,n,n,
157,-2.55,0.63,0.83,0.94,n,n,n,
158,-2.56,0.47,0.87,0.98,n,n,n,
159,-2.60,0.63,1.03,1.16,n,n,n,
160,-2.50,0.94,1.34,1.50,n,n,n,
161,-2.47,0.94,1.74,1.95,n,n,n,
162,-2.43,0.94,1.74,1.95,n,n,n,
163,-2.45,1.08,1.67,8.20,n,n,n,
164,-2.59,0.77,1.17,1.32,n,n,n,
165,-2.64,0.77,1.17,1.32,n,n,n,
166,-2.50,0.77,1.17,1.32,n,n,n,
167,-2.37,0.63,1.03,1.16,n,n,n,
168,-2.50,0.47,0.87,0.98,n,n,n,
169,-2.50,0.30,0.70,0.79,n,n,n,
170,-2.50,0.61,1.20,7.73,n,n,n,
171,-2.52,0.94,1.54,8.06,n,n,n,
172,-2.37,0.94,1.74,8.26,n,n,n,
173,-2.54,0.80,1.60,8.13,n,n,n,
174,-2.53,0.80,1.60,8.13,n,n,n,
175,-2.57,0.50,1.09,1.23,n,n,n,
176,-2.45,0.50,0.70,0.78,n,n,n,
177,-2.43,0.33,0.53,0.60,n,n,n,
178,-2.52,0.33,0.53,0.60,n,n,n,
179,-2.47,0.33,0.73,0.82,n,n,n,
180,-2.66,0.47,1.07,1.20,n,n,n,
181,-2.55,0.66,1.26,1.42,n,n,n,
182,-2.45,0.66,1.26,1.42,n,n,n,
183,-2.69,0.80,1.40,1.57,n,n,n,
184,-2.54,0.80,1.40,1.57,n,n,n,
185,-2.48,0.80,1.40,1.57,n,n,n,
186,-2.45,0.80,1.40,1.57,n,n,n,
187,-2.60,1.08,1.87,2.11,n,n,n,
188,-2.48,1.05,1.85,2.08,n,n,n,
189,-2.48,0.88,1.68,1.89,n,n,n,
190,-2.42,1.19,1.59,1.78,n,n,n,
191,-2.59,1.33,1.92,2.16,n,n,n,
192,-2.45,1.46,2.06,2.32,n,n,n,
193,-2.51,1.77,2.56,2.88,n,n,n,
194,-2.49,2.05,2.84,3.20,n,n,n,
195,-2.44,2.35,3.15,3.54,n,n,n,
196,-2.40,2.35,3.15,3.54,n,n,n,
197,-2.42,2.35,2.55,2.87,n,n,n,
198,-2.49,2.05,2.05,2.30,n,n,n,
199,-2.60,1.88,1.88,2.11,n,n,n,
200,-2.60,1.88,1.88,2.11,n,n,n,
201,-2.54,2.18,2.38,2.68,n,n,n,
202,-2.51,2.02,2.22,2.49,n,n,n,
203,-2.49,1.85,2.05,2.31,n,n,n,
204,-2.60,1.57,1.57,1.77,n,n,n,
205,-2.51,1.57,1.57,1.77,n,n,n,
206,-2.57,1.71,1.71,1.93,n,n,n,
207,-2.44,1.71,1.71,1.93,n,n,n,
208,-2.57,1.27,1.27,1.43,n,n,n,
209,-2.57,1.44,1.63,1.84,n,n,n,
210,-2.40,1.44,1.83,2.06,n,n,n,
211,-2.53,1.30,1.70,1.91,n,n,n,
212,-2.55,1.16,1.56,1.75,n,n,n,
213,-2.65,1.16,1.56,1.75,n,n,n,
214,-2.49,0.69,0.89,1.00,n,n,n,
215,-2.44,0.69,0.89,1.00,n,n,n,
216,-2.36,0.69,0.89,1.00,n,n,n,
217,-2.50,1.02,1.42,0.00,n,n,n,
218,-2.47,1.02,1.42,1.60,n,n,n,
219,-2.47,1.02,1.42,1.60,n,n,n,
220,-2.36,1.16,1.36,1.53,n,n,n,
221,-2.51,1.16,1.36,1.53,n,n,n,
222,-2.56,1.63,1.83,2.06,n,n,n,
223,-2.38,1.80,2.19,2.47,n,n,n,
224,-2.54,1.66,2.06,2.31,n,n,n,
225,-2.53,1.66,2.06,2.31,n,n,n,
226,-2.49,1.66,1.86,2.09,n,n,n,
227,-2.63,1.52,1.72,1.93,n,n,n,
228,-2.57,1.38,1.58,1.78,n,n,n,
229,-2.39,1.38,1.58,1.78,n,n,n,
230,-2.40,0.91,0.91,1.02,n,n,n,
231,-2.33,0.91,0.91,1.02,n,n,n,
232,-2.62,1.05,1.05,1.18,n,n,n,
233,-2.55,1.35,1.55,1.75,n,n,n,
234,-2.68,1.52,1.72,1.93,n,n,n,
235,-2.60,1.35,1.55,1.75,n,n,n,
236,-2.51,1.63,1.83,2.06,n,n,n,
237,-2.43,1.19,1.19,1.34,n,n,n,
238,-2.53,0.88,0.88,0.99,n,n,n,
239,-2.55,1.16,1.16,1.30,n,n,n,
240,-2.37,0.99,0.99,1.12,n,n,n,
