Time (s), Pressure, GCJA5 ug/m3: PM1.0, PM2.5, PM10, ADAFRUIT ug/m3: PM1.0, PM2.5, PM10,
41,-14.14,1.33,1.33,1.49,n,n,n,
42,-13.73,1.46,1.46,1.65,n,n,n,
43,-13.24,2.05,2.05,2.30,n,n,n,
44,-12.81,1.22,1.22,1.37,n,n,n,
45,-12.42,1.35,1.55,1.75,n,n,n,
46,-12.21,1.49,1.69,1.90,n,n,n,
47,-12.08,1.66,1.86,2.09,n,n,n,
48,-11.78,1.82,2.22,2.50,n,n,n,
49,-11.95,1.66,2.06,2.31,n,n,n,
50,-11.73,1.80,2.00,2.24,n,n,n,
51,-11.59,2.07,2.27,2.55,n,n,n,
52,-11.83,2.07,2.27,2.55,n,n,n,
53,-11.58,2.68,2.88,3.24,n,n,n,
54,-11.58,2.93,3.13,3.52,n,n,n,
55,-11.49,2.63,2.63,2.95,n,n,n,
56,-11.23,2.79,2.99,3.36,n,n,n,
57,-11.11,2.79,2.99,3.36,n,n,n,
58,-11.26,2.96,3.16,3.55,n,n,n,
59,-11.32,3.26,3.66,4.12,n,n,n,
60,-11.36,2.98,3.58,4.03,n,n,n,
61,-11.26,2.98,3.38,3.80,n,n,n,
62,-11.17,3.12,3.52,3.96,n,n,n,
63,-11.28,2.68,2.68,3.02,n,n,n,
64,-11.35,2.54,2.54,2.86,n,n,n,
65,-11.03,2.52,2.52,2.83,n,n,n,
66,-11.09,2.82,3.02,3.40,n,n,n,
67,-11.15,2.52,2.52,2.83,n,n,n,
68,-11.36,2.38,2.38,2.67,n,n,n,
69,-11.13,2.38,2.38,2.67,n,n,n,
70,-11.30,2.65,2.65,2.98,n,n,n,
71,-11.33,2.07,2.07,2.33,n,n,n,
72,-11.22,2.21,2.21,2.49,n,n,n,
73,-11.24,2.18,2.18,2.46,n,n,n,
74,-11.21,2.46,2.66,2.99,n,n,n,
75,-11.20,2.63,2.82,3.18,n,n,n,
76,-11.27,2.63,2.63,2.95,n,n,n,
77,-11.33,2.60,2.60,2.92,n,n,n,
78,-11.20,2.46,2.46,2.77,n,n,n,
79,-11.28,2.46,2.46,2.77,n,n,n,
80,-11.21,1.88,1.88,2.11,n,n,n,
81,-11.07,2.05,2.05,2.30,n,n,n,
82,-11.24,2.76,2.76,3.11,n,n,n,
83,-11.26,2.32,2.32,2.61,n,n,n,
84,-11.02,2.49,2.49,2.80,n,n,n,
85,-11.27,2.65,2.65,2.98,n,n,n,
86,-11.26,2.54,2.74,3.08,n,n,n,
87,-11.03,2.24,2.24,2.52,n,n,n,
88,-11.15,2.10,2.10,2.36,n,n,n,
89,-11.19,2.57,2.57,2.89,n,n,n,
90,-11.26,2.32,2.52,2.84,n,n,n,
91,-11.37,2.35,2.75,3.09,n,n,n,
92,-11.05,2.02,2.22,2.49,n,n,n,
93,-11.15,1.88,2.48,2.78,n,n,n,
94,-11.14,1.71,2.71,3.05,n,n,n,
95,-11.37,2.35,3.54,3.98,n,n,n,
96,-11.08,2.46,3.45,3.89,n,n,n,
97,-11.30,2.63,3.62,4.07,n,n,n,
98,-11.18,2.90,4.09,4.61,n,n,n,
99,-11.13,3.18,4.37,4.92,n,n,n,
100,-11.28,2.57,3.56,4.01,n,n,n,
101,-11.21,2.74,3.33,3.75,n,n,n,
102,-11.19,2.40,3.00,3.38,n,n,n,
103,-11.23,2.40,3.00,3.38,n,n,n,
104,-11.28,2.40,3.00,3.38,n,n,n,
105,-11.44,2.40,3.00,3.38,n,n,n,
106,-11.12,2.71,3.50,3.94,n,n,n,
107,-10.98,2.05,2.64,2.97,n,n,n,
108,-11.28,2.32,2.92,3.28,n,n,n,
109,-11.32,2.49,3.08,3.47,n,n,n,
110,-11.15,2.49,3.08,3.47,n,n,n,
111,-11.07,2.49,2.69,3.02,n,n,n,
112,-10.97,2.68,2.68,3.02,n,n,n,
113,-11.15,2.18,2.18,2.46,n,n,n,
114,-11.06,2.07,2.07,2.33,n,n,n,
115,-11.27,2.40,2.40,2.70,n,n,n,
116,-11.15,1.66,1.66,1.86,n,n,n,
117,-11.13,1.52,1.52,1.71,n,n,n,
118,-11.25,1.38,1.38,1.55,n,n,n,
119,-11.08,1.99,1.99,2.24,n,n,n,
120,-11.36,1.82,1.82,2.05,n,n,n,
121,-11.31,1.96,1.96,2.21,n,n,n,
122,-11.08,1.96,1.96,2.21,n,n,n,
123,-11.12,2.27,2.47,2.77,n,n,n,
124,-11.16,2.46,2.66,2.99,n,n,n,
125,-11.21,2.18,2.18,2.46,n,n,n,
126,-11.25,2.49,2.49,2.80,n,n,n,
127,-11.13,2.76,2.96,3.33,n,n,n,
128,-11.22,2.76,2.96,3.33,n,n,n,
129,-11.19,2.46,2.46,2.77,n,n,n,
130,-10.93,2.13,2.13,2.39,n,n,n,
131,-11.01,2.29,2.49,2.80,n,n,n,
132,-11.07,1.96,2.16,2.43,n,n,n,
133,-11.06,2.13,2.33,2.62,n,n,n,
134,-11.19,2.13,2.33,2.62,n,n,n,
135,-11.16,2.27,2.47,2.77,n,n,n,
136,-11.21,2.27,2.47,2.77,n,n,n,
137,-11.13,2.10,2.30,2.59,n,n,n,
138,-11.28,1.66,1.86,2.09,n,n,n,
139,-11.09,1.49,1.69,1.90,n,n,n,
140,-11.03,1.96,2.36,2.66,n,n,n,
141,-11.26,1.80,2.19,2.47,n,n,n,
142,-11.11,1.33,1.52,1.72,n,n,n,
143,-11.07,1.46,1.66,1.87,n,n,n,
144,-11.12,1.02,1.42,1.60,n,n,n,
145,-11.05,0.88,1.28,1.44,n,n,n,
146,-11.06,1.19,1.78,2.01,n,n,n,
147,-11.24,1.05,1.65,1.85,n,n,n,
148,-11.23,0.75,0.94,1.06,n,n,n,
149,-11.21,0.91,1.11,1.25,n,n,n,
150,-11.16,1.19,1.39,1.56,n,n,n,
151,-11.14,1.16,1.36,1.53,n,n,n,
152,-11.02,1.63,2.03,2.28,n,n,n,
153,-11.30,1.49,1.89,2.13,n,n,n,
154,-11.22,1.49,1.89,2.13,n,n,n,
155,-11.19,1.35,1.75,1.97,n,n,n,
156,-11.11,1.52,1.72,1.93,n,n,n,
157,-10.96,1.80,2.00,0.00,n,n,n,
158,-11.16,1.93,2.13,2.40,n,n,n,
159,-11.08,1.46,1.46,1.65,n,n,n,
160,-11.13,1.46,1.46,1.65,n,n,n,
161,-11.07,1.46,1.66,1.87,n,n,n,
162,-11.01,1.91,2.11,2.37,n,n,n,
163,-10.94,2.49,2.89,3.25,n,n,n,
164,-11.13,2.79,3.19,3.59,n,n,n,
165,-11.15,2.79,3.19,3.59,n,n,n,
166,-11.15,2.96,3.36,3.77,n,n,n,
167,-11.02,2.79,3.19,3.59,n,n,n,
168,-11.19,2.82,3.22,3.62,n,n,n,
169,-11.12,2.98,3.58,4.03,n,n,n,
170,-10.98,3.12,3.72,4.18,n,n,n,
171,-10.91,3.26,3.86,4.34,n,n,n,
172,-11.06,3.10,3.89,4.38,n,n,n,
173,-11.16,3.07,3.67,4.12,n,n,n,
174,-11.12,3.07,3.67,4.12,n,n,n,
175,-10.96,3.23,4.03,4.53,n,n,n,
176,-11.04,3.10,3.89,4.38,n,n,n,
177,-11.07,3.12,3.92,4.41,n,n,n,
178,-11.21,3.12,3.92,4.41,n,n,n,
179,-10.92,3.12,4.12,4.63,n,n,n,
180,-11.05,2.21,2.81,3.16,n,n,n,
181,-11.08,2.21,2.81,3.16,n,n,n,
182,-11.10,2.07,2.87,3.23,n,n,n,
183,-11.07,2.07,2.87,3.23,n,n,n,
184,-11.26,1.91,2.70,3.04,n,n,n,
185,-11.14,1.91,2.50,2.82,n,n,n,
186,-11.24,1.74,2.34,2.63,n,n,n,
187,-11.05,1.74,2.34,2.63,n,n,n,
188,-11.22,1.77,2.76,3.11,n,n,n,
189,-11.23,1.30,2.09,2.36,n,n,n,
190,-11.16,1.60,2.20,2.47,n,n,n,
191,-11.21,1.46,2.06,2.32,n,n,n,
192,-11.10,1.63,2.23,2.51,n,n,n,
193,-11.17,1.49,2.09,2.35,n,n,n,
194,-11.15,1.80,2.59,2.92,n,n,n,
195,-11.06,2.13,3.12,3.51,n,n,n,
196,-10.79,2.46,2.86,3.21,n,n,n,
197,-11.20,2.32,2.72,3.06,n,n,n,
198,-11.05,2.32,2.72,3.06,n,n,n,
199,-10.90,2.63,3.22,3.62,n,n,n,
200,-10.98,2.32,2.72,3.06,n,n,n,
201,-11.08,2.32,2.72,3.06,n,n,n,
202,-11.19,2.32,2.72,3.06,n,n,n,
203,-10.94,2.04,2.44,2.75,n,n,n,
204,-11.25,2.29,2.89,3.25,n,n,n,
205,-10.97,1.99,1.99,2.24,n,n,n,
206,-11.31,1.85,2.05,2.31,n,n,n,
207,-10.98,2.29,2.89,3.25,n,n,n,
208,-10.93,2.13,2.92,3.29,n,n,n,
209,-10.92,2.27,3.06,3.44,n,n,n,
210,-11.00,2.27,3.06,3.44,n,n,n,
211,-11.22,2.40,3.20,3.60,n,n,n,
212,-11.06,2.24,3.03,3.41,n,n,n,
213,-11.03,1.63,2.43,2.73,n,n,n,
214,-11.04,1.33,1.92,2.16,n,n,n,
215,-10.96,1.33,1.92,2.16,n,n,n,
216,-11.06,1.16,1.76,1.98,n,n,n,
217,-11.24,1.60,2.40,2.70,n,n,n,
218,-10.97,1.60,2.60,2.92,n,n,n,
219,-10.79,1.60,2.60,2.92,n,n,n,
220,-11.09,1.57,2.77,3.11,n,n,n,
221,-11.02,1.74,2.93,3.30,n,n,n,
222,-11.12,1.63,2.82,3.18,n,n,n,
223,-10.92,1.77,2.96,3.33,n,n,n,
224,-10.95,1.91,2.70,3.04,n,n,n,
225,-11.12,1.77,2.56,2.88,n,n,n,
226,-11.00,1.77,2.37,2.66,n,n,n,
227,-11.07,1.93,2.73,3.07,n,n,n,
228,-10.97,1.80,2.39,2.69,n,n,n,
229,-11.02,1.96,2.56,2.88,n,n,n,
230,-10.99,1.80,2.39,2.69,n,n,n,
231,-11.11,1.49,1.89,2.13,n,n,n,
232,-11.04,1.49,1.89,2.13,n,n,n,
233,-11.05,1.35,1.75,1.97,n,n,n,
234,-11.03,1.49,1.89,2.13,n,n,n,
235,-11.08,1.69,2.48,2.79,n,n,n,
236,-11.32,1.85,2.45,2.76,n,n,n,
237,-11.06,2.13,2.92,3.29,n,n,n,
238,-10.89,1.99,2.39,2.69,n,n,n,
239,-10.97,1.93,2.33,2.62,n,n,n,
240,-10.94,2.21,2.61,2.94,n,n,n,
241,-10.96,1.93,2.33,2.62,n,n,n,
242,-11.23,1.93,2.33,2.62,n,n,n,
243,-10.86,1.93,2.33,2.62,n,n,n,
244,-11.10,2.07,2.47,2.78,n,n,n,
245,-11.15,1.63,1.83,2.06,n,n,n,
246,-10.87,1.63,1.83,2.06,n,n,n,
247,-11.19,1.60,1.80,2.03,n,n,n,
248,-11.07,1.74,1.94,2.18,n,n,n,
249,-11.14,1.74,1.94,2.18,n,n,n,
250,-11.24,1.74,1.94,2.18,n,n,n,
251,-11.08,2.02,2.22,2.49,n,n,n,
252,-11.15,1.88,1.88,2.11,n,n,n,
253,-11.16,1.85,2.05,2.31,n,n,n,
254,-11.14,1.85,2.05,2.31,n,n,n,
255,-11.06,1.85,1.85,2.08,n,n,n,
256,-11.11,1.91,1.91,2.14,n,n,n,
257,-11.16,1.63,1.63,1.83,n,n,n,
258,-11.19,1.49,1.49,1.68,n,n,n,
259,-10.90,1.63,1.63,1.83,n,n,n,
260,-11.11,1.93,1.93,2.18,n,n,n,
261,-11.01,1.49,1.49,1.68,n,n,n,
262,-11.07,1.05,1.05,1.18,n,n,n,
263,-11.12,1.22,1.22,1.37,n,n,n,
264,-10.96,1.52,1.52,1.71,n,n,n,
265,-10.82,1.05,1.05,1.18,n,n,n,
266,-10.93,1.49,1.49,1.68,n,n,n,
267,-11.06,1.63,1.83,2.06,n,n,n,
268,-10.86,1.05,1.05,1.18,n,n,n,
269,-11.12,1.35,1.55,1.75,n,n,n,
270,-10.91,1.22,1.41,1.59,n,n,n,
271,-10.96,1.38,1.58,1.78,n,n,n,
272,-11.03,1.22,1.22,1.37,n,n,n,
273,-11.04,1.24,1.44,1.62,n,n,n,
274,-11.01,1.22,1.61,1.81,n,n,n,
275,-10.92,1.22,1.61,1.81,n,n,n,
276,-11.06,1.22,1.61,1.81,n,n,n,
277,-10.76,1.22,1.61,1.81,n,n,n,
278,-11.06,0.75,0.94,1.06,n,n,n,
279,-11.08,0.91,1.11,1.25,n,n,n,
280,-11.05,1.08,1.28,1.43,n,n,n,
281,-11.03,0.91,1.11,1.25,n,n,n,
282,-11.03,0.91,1.11,1.25,n,n,n,
283,-11.21,1.22,1.61,1.81,n,n,n,
284,-11.01,0.94,1.54,1.73,n,n,n,
285,-10.94,0.94,1.54,1.73,n,n,n,
286,-10.95,0.91,1.31,1.47,n,n,n,
287,-10.68,1.52,2.12,2.38,n,n,n,
288,-10.98,1.55,1.95,2.19,n,n,n,
