Time (s), Pressure, GCJA5 ug/m3: PM1.0, PM2.5, PM10, ADAFRUIT ug/m3: PM1.0, PM2.5, PM10,
59,1.85,23.08,27.06,34.90,n,n,n,
60,1.51,22.20,26.18,34.01,n,n,n,
61,1.70,21.67,25.05,32.89,n,n,n,
62,1.71,19.49,22.87,30.71,n,n,n,
63,1.57,17.80,20.59,28.42,n,n,n,
64,1.68,16.70,19.48,27.32,n,n,n,
65,1.63,15.06,17.85,20.08,n,n,n,
66,1.81,13.90,16.29,18.33,n,n,n,
67,1.57,11.91,14.70,16.54,n,n,n,
68,1.62,11.03,14.01,15.77,n,n,n,
69,1.88,10.31,13.30,14.96,n,n,n,
70,1.69,9.18,11.56,13.01,n,n,n,
71,1.63,8.76,11.15,12.54,n,n,n,
72,1.74,8.18,10.57,11.89,n,n,n,
73,1.73,8.65,11.24,12.64,n,n,n,
74,1.47,8.65,11.24,12.64,n,n,n,
75,1.83,7.16,9.35,10.52,n,n,n,
76,1.83,6.11,8.10,9.11,n,n,n,
77,1.79,6.36,8.35,9.39,n,n,n,
78,1.88,5.61,7.60,8.55,n,n,n,
79,1.73,5.53,7.52,8.46,n,n,n,
80,1.82,5.39,6.98,7.85,n,n,n,
81,1.71,5.11,6.71,7.54,n,n,n,
82,1.71,4.84,6.43,7.23,n,n,n,
83,1.90,4.67,6.06,6.82,n,n,n,
84,1.79,4.26,5.65,6.36,n,n,n,
85,1.82,4.26,5.25,5.91,n,n,n,
86,1.80,4.12,4.91,5.53,n,n,n,
87,1.80,4.12,4.91,5.53,n,n,n,
88,1.72,3.95,4.75,5.34,n,n,n,
89,1.67,3.18,4.37,4.92,n,n,n,
90,1.91,3.90,4.89,5.50,n,n,n,
91,1.81,3.29,4.08,4.59,n,n,n,
92,1.36,3.45,4.25,4.78,n,n,n,
93,2.04,3.59,4.39,4.94,n,n,n,
94,1.66,3.43,4.22,4.75,n,n,n,
95,1.72,3.15,3.95,4.44,n,n,n,
96,1.72,3.15,3.75,4.22,n,n,n,
97,1.50,2.68,3.28,3.69,n,n,n,
98,1.79,2.96,4.15,4.67,n,n,n,
99,1.84,2.96,4.15,4.67,n,n,n,
100,1.96,2.96,4.15,4.67,n,n,n,
101,1.83,3.26,4.26,4.79,n,n,n,
102,1.62,3.26,4.26,4.79,n,n,n,
103,2.08,3.26,4.65,5.24,n,n,n,
104,1.85,2.82,4.01,4.51,n,n,n,
105,1.83,3.15,4.34,4.89,n,n,n,
106,1.66,3.43,4.82,5.42,n,n,n,
107,1.82,3.73,4.93,5.54,n,n,n,
108,1.81,2.71,3.90,4.39,n,n,n,
109,1.81,2.40,3.00,3.38,n,n,n,
110,1.75,2.40,3.00,3.38,n,n,n,
111,1.92,2.40,3.00,3.38,n,n,n,
112,1.91,3.12,3.92,4.41,n,n,n,
113,1.79,2.82,3.42,3.84,n,n,n,
114,1.70,3.15,3.95,4.44,n,n,n,
115,2.04,3.18,3.97,4.47,n,n,n,
116,1.86,3.59,3.99,4.49,n,n,n,
117,1.56,3.29,3.49,3.92,n,n,n,
118,1.86,4.06,4.26,4.79,n,n,n,
119,1.87,3.79,3.98,4.48,n,n,n,
120,1.91,3.62,3.82,4.30,n,n,n,
121,1.77,3.45,3.45,3.89,n,n,n,
122,1.66,3.76,3.76,4.23,n,n,n,
123,1.60,3.59,3.59,4.04,n,n,n,
124,1.94,3.29,3.29,3.70,n,n,n,
125,1.92,3.45,3.45,3.89,n,n,n,
126,1.83,2.98,2.98,3.36,n,n,n,
127,2.02,2.96,2.96,3.33,n,n,n,
128,2.04,2.96,2.96,3.33,n,n,n,
129,1.58,2.79,2.79,3.14,n,n,n,
130,1.58,2.38,2.78,3.12,n,n,n,
131,1.84,2.49,3.08,3.47,n,n,n,
132,1.61,3.01,3.81,0.00,n,n,n,
133,1.79,2.74,3.53,3.97,n,n,n,
134,1.94,2.60,3.39,3.82,n,n,n,
135,1.94,2.60,3.39,3.82,n,n,n,
136,1.82,1.82,2.62,2.95,n,n,n,
137,1.70,1.80,2.59,2.92,n,n,n,
138,1.59,1.66,2.26,2.54,n,n,n,
139,1.92,1.66,2.26,2.54,n,n,n,
140,2.02,1.80,2.59,2.92,n,n,n,
141,1.80,1.80,2.59,2.92,n,n,n,
142,1.69,2.24,3.03,3.41,n,n,n,
143,1.63,1.93,2.73,3.07,n,n,n,
144,1.62,1.93,2.73,3.07,n,n,n,
145,1.74,1.52,1.92,2.16,n,n,n,
146,1.68,1.38,1.78,2.00,n,n,n,
147,1.83,1.38,1.58,1.78,n,n,n,
148,1.47,1.52,1.52,1.74,n,n,n,
149,1.68,1.30,1.30,1.46,n,n,n,
150,1.90,1.60,1.80,2.03,n,n,n,
151,1.71,1.93,2.13,2.40,n,n,n,
152,1.70,2.35,2.55,2.87,n,n,n,
153,1.75,2.49,2.69,3.02,n,n,n,
154,1.94,2.52,2.71,3.05,n,n,n,
155,1.89,2.65,3.05,3.43,n,n,n,
156,1.96,2.96,3.36,3.21,n,n,n,
157,1.79,3.45,3.65,4.11,n,n,n,
158,1.83,2.87,3.07,3.46,n,n,n,
159,1.64,3.15,3.35,3.77,n,n,n,
160,1.78,3.01,3.21,3.61,n,n,n,
161,1.90,3.01,3.21,3.61,n,n,n,
162,1.70,3.01,3.21,3.61,n,n,n,
163,1.77,3.32,3.71,4.18,n,n,n,
164,1.84,3.01,3.81,4.28,n,n,n,
165,1.38,2.98,3.98,4.48,n,n,n,
166,1.96,2.54,3.54,3.98,n,n,n,
167,1.84,2.54,3.54,3.98,n,n,n,
168,1.95,2.54,3.54,3.98,n,n,n,
169,1.89,2.05,2.84,3.20,n,n,n,
170,1.80,1.63,2.43,2.73,n,n,n,
171,1.84,1.49,2.29,2.57,n,n,n,
172,1.68,1.49,2.29,2.57,n,n,n,
173,1.86,1.49,2.69,3.02,n,n,n,
174,1.66,1.80,3.19,3.59,n,n,n,
175,1.95,1.57,2.97,3.34,n,n,n,
176,1.77,1.57,2.77,3.11,n,n,n,
177,1.92,1.44,2.63,2.96,n,n,n,
178,1.83,1.46,2.66,2.99,n,n,n,
179,1.90,1.63,2.82,3.18,n,n,n,
180,1.83,1.63,2.63,2.95,n,n,n,
181,1.75,1.46,2.06,2.32,n,n,n,
182,1.75,1.46,1.66,1.87,n,n,n,
183,1.64,1.33,1.52,1.72,n,n,n,
184,1.95,1.33,1.92,2.16,n,n,n,
185,1.81,1.60,2.20,2.47,n,n,n,
186,1.82,1.74,2.34,2.63,n,n,n,
187,1.81,2.60,3.39,3.82,n,n,n,
188,1.87,3.04,3.84,4.32,n,n,n,
189,1.77,3.37,4.17,4.69,n,n,n,
190,1.68,3.51,4.31,4.84,n,n,n,
191,1.49,3.07,3.67,4.12,n,n,n,
192,1.75,3.37,3.97,4.47,n,n,n,
193,1.67,2.79,3.39,3.81,n,n,n,
194,1.90,2.96,3.55,4.00,n,n,n,
195,1.80,2.96,3.55,4.00,n,n,n,
196,2.00,2.96,3.55,4.00,n,n,n,
197,1.75,2.63,3.22,3.81,n,n,n,
198,1.93,2.79,3.39,3.81,n,n,n,
199,2.15,2.79,3.19,3.59,n,n,n,
200,1.88,2.90,3.50,3.94,n,n,n,
201,1.95,3.04,3.64,4.09,n,n,n,
202,2.02,2.90,3.10,3.49,n,n,n,
203,1.96,2.63,2.82,3.18,n,n,n,
204,1.66,2.79,2.99,3.36,n,n,n,
205,1.99,2.40,2.80,3.15,n,n,n,
206,1.90,1.46,1.66,1.87,n,n,n,
207,2.08,1.63,1.83,2.06,n,n,n,
208,1.90,1.46,1.46,1.65,n,n,n,
209,1.62,1.74,1.74,1.96,n,n,n,
210,2.03,2.05,2.05,2.30,n,n,n,
211,2.08,2.05,2.05,2.30,n,n,n,
212,1.57,2.46,2.66,2.99,n,n,n,
213,2.03,2.16,2.16,2.42,n,n,n,
214,1.82,2.46,2.66,2.99,n,n,n,
215,1.78,2.43,2.63,2.96,n,n,n,
216,1.67,2.43,2.63,2.96,n,n,n,
217,1.74,2.13,2.13,2.39,n,n,n,
218,1.80,1.85,1.85,2.08,n,n,n,
219,2.03,1.71,1.71,1.93,n,n,n,
220,1.81,2.02,2.02,2.27,n,n,n,
221,1.82,2.32,2.32,2.61,n,n,n,
222,2.01,2.16,2.16,2.42,n,n,n,
223,1.84,1.88,1.88,2.11,n,n,n,
224,1.85,1.88,1.88,2.11,n,n,n,
225,1.95,1.68,1.88,2.12,n,n,n,
226,1.72,1.24,1.24,1.40,n,n,n,
227,1.66,1.41,1.41,1.58,n,n,n,
228,1.91,1.24,1.24,1.40,n,n,n,
229,1.92,1.11,1.11,1.24,n,n,n,
230,1.85,1.13,1.33,1.50,n,n,n,
231,1.73,0.99,1.19,1.34,n,n,n,
232,1.95,1.13,1.33,1.50,n,n,n,
233,1.68,1.13,1.33,1.50,n,n,n,
234,1.90,1.13,1.53,1.72,n,n,n,
235,1.84,1.30,1.90,2.13,n,n,n,
236,1.96,1.30,1.90,2.13,n,n,n,
237,2.00,1.30,1.90,2.13,n,n,n,
238,1.79,1.16,1.96,2.20,n,n,n,
239,2.03,1.02,1.82,2.05,n,n,n,
240,1.91,1.02,1.82,2.05,n,n,n,
